user,username,timestamp,post,permalink,reposts,likes,impressions,quotes,replies,bookmarks,value,report_file,date,time,relevance,anti RSF,pro RSF,anti SAF,pro SAF,"Pro peace,",anti peace,Pro War,anti war,pro civilian,anti civilians,not specified,no polarisation,Geopolticis,Sudanese,Not Sudanese,Sudanese N/A,Likely bot,Likely not a bot,Cannot be identified.,News,Not about Sudan,Annotation Confidence,code
▶️مريم 369__Mariam,@369Mariam23,2023-06-28 12:30:37,في انتظار الدعم السريع 🆙️7️⃣ https://t.co/sR4OvhPCgu,https://www.twitter.com/user/status/1674032554519810048,0,1,36,0,0,0,0.44,Report 2-1,2023-06-28,12:30:37,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.0,1674032554519810048
التلفزيون العربي,@AlarabyTV,2023-12-29 08:00:03,برنامج الأغذية العالمي يتهم قوات الدعم السريع في #السودان بنهب إمدادات غذائية تقدر بألفين و500 طن https://t.co/ZljXylihW2,https://www.twitter.com/user/status/1740643829412417688,10,35,7999,0,5,0,19227.11,Report 5-1,2023-12-29,08:00:03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1740643829412417688
Haitham Mahmoud,@Haitham58687785,2023-08-30 04:39:38,"مليشيا الدعم السريع تفتح باب لتجنيد القرود 
وأصبح القرد فردا في المليشيا",https://www.twitter.com/user/status/1696744463819801072,0,0,12,0,0,0,0.02,Report 3-1,2023-08-30,04:39:38,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1696744463819801072
📚📚 آدم 🎶🎶 البديل,@adam1960123456,2023-04-15 16:50:15,"فضيحة شر انجاس الارض 

الايوجد فى الجيش رجل رشيد https://t.co/nRX53WxxB7",https://www.twitter.com/user/status/1647281190628466689,0,1,64,0,0,0,6.22,Report 1-1,2023-04-15,16:50:15,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,6.0,1647281190628466689
السوداني,@RealTalk0000000,2023-06-30 21:21:41,"@YASIR_MOS91 دي عاوزة هاشتاق حصري
عليكم دينكم كلنا نشير مع هاشتاق
#بطالة_الدعم_السريع",https://www.twitter.com/user/status/1674890976945471502,2,9,1358,0,0,0,0.02,Report 2-3,2023-06-30,21:21:41,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.0,1674890976945471502
Hanzala,@Hanzpal2,2023-04-15 16:59:04,"قوات الدعم السريع السودانية تعلن السيطرة على المداخل الجنوبية للعاصمة الخرطوم.

مع استمرار الاشتباكات",https://www.twitter.com/user/status/1647283411415883777,3,140,18298,2,9,1,344.8,Report 1-1,2023-04-15,16:59:04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,8.0,1647283411415883777
الصياد,@alsyad386532471,2023-10-31 09:56:31,@hejazi77 هو انت عرفت كيف انو البرهان ما وسط جنودو بيقاتل. هو اكيد لن يصرح لدوافع امنية. بس انا لاحظت حاجة ارجو ان تفسرها لي. زمان بتقولو حميدتي حسي بتقولو دقلو.,https://www.twitter.com/user/status/1719292256614801900,0,0,295,0,0,0,0.08,Report 4,2023-10-31,09:56:31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,5.0,1719292256614801900
MAR,@Marsd80,2023-04-15 16:43:18,@yasin123ah الكوز الرخيص ياسين احمد يتحدث بلسان جماعه البرهان الانقلابية,https://www.twitter.com/user/status/1647279440315990016,0,0,299,0,0,0,0.01,Report 1-1,2023-04-15,16:43:18,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,7.0,1647279440315990016
سمير 🪚,@BLBOSI1,2023-12-30 17:05:29,"@Sudanation41243 @hishamkerma كيف تكون مع الدعم السريع و ضد الكيزان في نفس الوقت؟؟؟
انا العارفو انو الدعم السريع عملوه الكيزان و حاليا معظم قياداتو كانو شغالين في المؤتمر الوطني سابقا

حيرتني صراحة يا استاذي الفاضل الرجاء التوضيح",https://www.twitter.com/user/status/1741143482956161416,0,0,36,0,0,0,0.06,Report 5-3,2023-12-30,17:05:29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1741143482956161416
Abu Ahmed,@AawwaaddAh2884,2023-06-28 22:24:03,@khali_jam @FFC_SD تغطية واضحة للمجرمين مغتصبي النساء ناهبي البنوك ولكل من هتك حرمات البيوت حسبنا الله ونعم الوكيل في اجرامهم ولماذا لايطلبوا من حليفهم انهاء الاحتلال في دار مساليت وإقامة الحد على جنجويد الدعم السريع او على الاقل إخراجهم من المنطقة تبا للنخبة العميلة الساقطة ولا نزيد احتراما للاخوة,https://www.twitter.com/user/status/1674181898036232194,0,0,6,0,0,0,0.17,Report 2,2023-06-28,22:24:03,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,6.0,1674181898036232194
HAYAT🇸🇩,@shibieka,2023-12-29 16:40:26,لو عايزين تعرفو الجيش بعملو في شنو قاعد يشاغل فى البنات .,https://www.twitter.com/user/status/1740774789432885419,0,0,1631,1,0,0,12.66,Report 5-1,2023-12-29,16:40:26,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.0,1740774789432885419
سارا❤🌹,@SAraaaa765,2023-08-29 15:32:55,البرهان نجم الموسم عند البلابسة والابالسة 😂😂😂.الناس دي معلقة الآمال عليه ...منظر بايخ جدا ..الابالسة شغالين معاه إستعطاف...والبلابسة بسمعوا منه أول بعدها بيأخدوا موقفهم بناء على المسموع.😌😌,https://www.twitter.com/user/status/1696546478481621041,4,32,5865,0,13,0,30.21,Report 3-1,2023-08-29,15:32:55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1696546478481621041
mona hassan,@monahas31939441,2023-12-30 13:43:50,"@NabeilShakoor @wasilalitaha التغريده  الكتبتها وتتهم الجيش بضرب اهداف مدنيه في نيالا كمان خطا ويدل علي انك عاوز فتنه بس  لانه الجيش ضرب اهداف للدعم السريع وانت لو بهمك  ارواح الابرياء الناس البتموت كل يوم في قري الجزيره علي يد حشرات الدعامه ما كتبت اسمائهم ليه؟ 
انت اساسا عارف الدعامه قتلو كم في الجزيره؟",https://www.twitter.com/user/status/1741092736592138541,0,0,70,0,0,0,0.04,Report 5-3,2023-12-30,13:43:50,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,7.0,1741092736592138541
salam,@salam2872022,2023-04-15 21:31:28,@ahmat_alhoussen @binaasorya لا اظن حميدتي غارق للنخاع بتعاونه مع فاغنر و الامارات و ذهب السودان شاهد عليه و هو يميل لروسيا اكثر من البرهان و العلم عند الله سبحانه و تعالى,https://www.twitter.com/user/status/1647351959643455489,0,0,210,0,0,0,0.08,Report 1-3,2023-04-15,21:31:28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.0,1647351959643455489
Abo Mohammed,@ahmdrjb59177936,2023-06-28 12:47:49,"@karimGahin1 وهو الجيش والشعب ايه 
هما نسيج واحد",https://www.twitter.com/user/status/1674036881606967299,0,0,126,0,0,0,0.05,Report 2-1,2023-06-28,12:47:49,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1674036881606967299
مدرك محمد,@MohammedModrec,2023-08-29 16:23:33,"اتخيل يا مؤمن انو برمة دا لواء معاش يعني ابن القوات المسلحة وكان عضو مجلس انتقالي عسكري بعد سقوط نيمري وكان وزير دفاع في حكومة الصادق
بدل يتحدث عن مقدرات وامكانيات الجيش ويدعمو في الحرب ضد المرتزقة
طلع يشكك ولمن طرف السوط هبشو قال قللو كرامتو
هو انت عندك كرامة؟
#الجيش_السوداني https://t.co/rxOQTbQFnt",https://www.twitter.com/user/status/1696559219242136004,0,0,31,0,0,0,0.16,Report 3-1,2023-08-29,16:23:33,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.0,1696559219242136004
Blonded,@jewa_ii,2023-06-27 20:05:19,البرهان قال انا ما قادر عديييييييلل,https://www.twitter.com/user/status/1673784593814519811,0,0,105,0,0,0,0.37,Report 2-2,2023-06-27,20:05:19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1673784593814519811
Ałöśśĥ🍁,@wwwalaaalden86,2023-04-15 21:38:51,اللهم انصر السودان  ، لا حميدتي ولا البرهان ' https://t.co/BkfYRaVVRn,https://www.twitter.com/user/status/1647353818684719106,0,1,168,0,0,0,0.05,Report 1-3,2023-04-15,21:38:51,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,9.0,1647353818684719106
Denzel Khartoum,@MohWadAhmed,2023-06-30 23:49:34,"فى ملاحظة مهمة الجيش كله لابس سفنجات وشباشب من بداية الحرب دى، 
واضح جدا أنه الجيش ما عنده أى تجهيزات قتالية لجنوده، تجهيزات الجيش مسئولية التصنيع الحربى اللى كله كيزان فاسدين، 
فرضا أغلى بوت قتالى سعره كم ١٠٠ دولار، 100 الف بوت ب ١٠ مليون دولار مبلغ تافه بالنسبة لمشتريات الجيش https://t.co/F9L6gNyeTd",https://www.twitter.com/user/status/1674928192669327360,53,277,104344,17,89,10,6.25,Report 2-3,2023-06-30,23:49:34,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674928192669327360
Abdulmoniem Ali Gabir,@AbdulmoniemG,2023-12-29 09:33:06,"@Morwan05266410 تبدو واثقاً من إنتصار الجيش على الدعم السريع والقضاء عليه وهذا يخالف الواقع على الأرض ؛ الجيش متقهقر والدعم السريع متقدم ، الجيش فى حالة دفاع بينما الدعم السريع هو الذى يهاجم ، المدن تسقط ولا يتم إستردادها .
فعلى أى شيئ تثق فى إنتصار الجيش فى هذه الحرب علماً بأن قائده ذهب للتفاوض",https://www.twitter.com/user/status/1740667248266871010,0,3,47,0,0,0,0.04,Report 5-1,2023-12-29,09:33:06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1740667248266871010
Alnazeer Alfaki (Dr),@kangar22,2023-12-30 01:06:05,"@monaqandeel1 @Abu_Saad102 الجيش السوداني مسوؤل مسوؤلية مباشرة عن كل الانتهاكات حتي التي تحدث من قبل الدعم السريع. 
سؤ المفاهيم،  انخفاض الوعي لدي المواطن السوداني يجعل من هذه الانتهاك وسيلة تغذي خطاب الكراهية .",https://www.twitter.com/user/status/1740902039650197635,0,0,11,0,0,0,0.78,Report 5,2023-12-30,01:06:05,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8.0,1740902039650197635
Khalid,@KhalidM69472192,2023-06-28 08:22:04,"@KhalidSudanA @wadalsadiq الجيش كان غلطان وعرف غلطتو داير يصلحها...
انحنا نقول ليهو عشان انت غلطتا زمان م ح نقيف معاك في الصاح",https://www.twitter.com/user/status/1673970005040418817,0,0,12,0,1,0,0.04,Report 2-1,2023-06-28,08:22:04,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4.0,1673970005040418817
Brigadier General \ Tamer Adel,@TamerAd10150725,2023-04-15 19:03:26,@drhossamsamy65 مش دول عفية سيادتك دى دول بلطجية و بعدين علشان تحرك الجيش  (اعلان حرب )  لتامين بعض الافراد ده اسمه تهور و عدم مسئولية ولا سياسة ولعها ولعها,https://www.twitter.com/user/status/1647314708368695296,0,0,19,0,0,0,0.02,Report 1,2023-04-15,19:03:26,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.0,1647314708368695296
.,@Mero09753893,2023-04-15 21:31:38,"@gabarotus حدود مصر الجنوبية تشتعل مع فقد الجيش السوداني السيطرة على البلاد  
https://t.co/bCyqx6d9FD
 مجزرة انقلاب السودان 
قناة  summary",https://www.twitter.com/user/status/1647352002366652418,0,0,15,0,0,0,0.02,Report 1-3,2023-04-15,21:31:38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10.0,1647352002366652418
profenty,@profenty,2023-10-31 08:28:06,@engazatmasr2020 لا فائدة للسلاح والعتاد دون توجيهه للعدو كأن شيئا لم يكن يتسلح الجيش لكي ينام في ثبات عميق,https://www.twitter.com/user/status/1719270007199166733,0,0,217,0,0,0,0.04,Report 4-1,2023-10-31,08:28:06,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,7.0,1719270007199166733
Denzel Khartoum,@MohWadAhmed,2023-10-30 23:02:17,"دايرين أسبيس يسئل فيه خالد سلك عن دور قحت فى أشعال الحرب، 
نقاط الحوار تكون حول هل نقطة الدمج كانت الشعرة التى قصمت ظهر البعير، وهل تجاهل خالد سلك لمطالب الجيش بعدم تأجيل تفاصيل الدمج ألى ما بعد التوقيع وأعلانهم فى مؤتمر صحفى عن تسليم مخرجات ورشة الأصلاح الأمنى والعسكرى وعدم",https://www.twitter.com/user/status/1719127611224265174,0,2,315,0,1,0,5.68,Report 4-1,2023-10-30,23:02:17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1719127611224265174
موجز الأخبار 🇸🇦,@KSA24,2023-12-30 09:58:00,طيران الجيش السوداني يستهدف تجمعات للدعم السريع في المنطقة الغربية بولاية سنار https://t.co/0fhE5ocnti,https://www.twitter.com/user/status/1741035901277655468,6,12,36909,0,6,0,10382.17,Report 5,2023-12-30,09:58:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,10.0,1741035901277655468
الكلس🇸🇩,@alkalas2023,2023-06-30 16:06:13,"الدبابين اسود الغابة
جنود العز شموخ ومهابة
🇸🇩✌🏽🇸🇩✌🏽🇸🇩✌🏽
#جمعة_مباركة 
#انتفاضة_السودان 
#الدعم_السريع 
#الجيش_السواني 
#alkalas https://t.co/502ADa6MZ5",https://www.twitter.com/user/status/1674811588803428352,0,1,380,0,3,0,1.17,Report 2-3,2023-06-30,16:06:13,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1674811588803428352
Ali Abdelrahim Ali,@aaali1942,2023-06-30 10:49:54,الحرب في السودان: قوى التغيير والجنرال حميدتي ونهاية الحركة الإسلاموية (١) https://t.co/EH41PuYxOD via @alrakoba1,https://www.twitter.com/user/status/1674731983702839296,0,0,3,0,0,0,0.15,Report 2-3,2023-06-30,10:49:54,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674731983702839296
Sohib,@Khalifa04Sohib,2023-12-29 21:43:56,@AlTohamy66 @zin66j على فكرة حميدتي طلع و شكر الإمارات و بن زايد؟! مش الإمارات بتكره الإخوان؟! شماعة الإخوان خلصت خلاص، و الكل بقى عارف الحقيقة. ده أنت مسخرة🤡🤡🤡🤡🤡🤡🤡🤡,https://www.twitter.com/user/status/1740851168069431324,0,0,39,0,0,0,0.02,Report 5,2023-12-29,21:43:56,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8.0,1740851168069431324
أخبار ‏بلادي,@Bladipresse,2023-04-15 22:25:05,"من هو حميدتي ثاني أقوى رجل في السودان؟

 #العالم

 https://t.co/vzUydoKQLC",https://www.twitter.com/user/status/1647365452660723714,0,0,68,0,0,0,3.28,Report 1-3,2023-04-15,22:25:05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4.0,1647365452660723714
BAKRI GADAL,@bakrigadal87025,2023-06-28 15:30:23,"@Maherlord11 @Mohamed_Faraah هو حميدتي زاتو وينو  خلي صلى ولا ما صلى 😂
#where’s_Hedemtii",https://www.twitter.com/user/status/1674077792277786632,0,0,8,0,0,0,0.08,Report 2-1,2023-06-28,15:30:23,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674077792277786632
Asharq News الشرق للأخبار,@AsharqNews,2023-04-15 20:17:10,"""الدعم السريع"" تتعهد بإعادة جنود مصريين إلى القاهرة: أولادكم في الحفظ والصون

#الشرق_للأخبار https://t.co/OGb2cjj2mO",https://www.twitter.com/user/status/1647333264799956993,0,10,4224,0,0,0,1883.24,Report 1,2023-04-15,20:17:10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.0,1647333264799956993
الرياد,@aliwadede55,2023-06-28 14:40:25,@ajabrah2030 هذا تلبية الأوطان من حق  اي سوداني الدفاع عن وطنه عرضه وماله نتحدى اي دوله يقف وقت الشدة، مواطنيها يقف مع الجيش فةختدق واحد ف حرب فجأه اندلعت والجيش لم يكن مستعدا امتص الصدمة وكانت الصدمة الجنجويد ودعا القائد العام للاستنفارلاي شخص للدفاع عن ماله وعرضه لان الجنجويد داخل الأحياء,https://www.twitter.com/user/status/1674065217213399040,0,0,19,0,0,0,0.04,Report 2-1,2023-06-28,14:40:25,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1674065217213399040
Hamad,@Hamad7_11,2023-12-30 13:56:26,"༺༽صراع العروش༼༻
حميدتي: للبرهان لوكنت اعلم الغيب كان جغمتك بالدوشكا
البرهان: لحميدتي لو كنت اعلم الغيب كان طبظت عيونك وتركتك تشرب مويه ماء مع البهائم؟ https://t.co/i0qi3y6ew2",https://www.twitter.com/user/status/1741095906206724409,0,1,183,0,0,0,0.95,Report 5-3,2023-12-30,13:56:26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,6.0,1741095906206724409
☾,@Lidylina,2023-06-29 22:29:22,@doaa2006ogba الحقي قالوا البرهان ما.ت,https://www.twitter.com/user/status/1674545624002207745,0,1,13,0,1,0,0.27,Report 2-3,2023-06-29,22:29:22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1674545624002207745
Zakaria3.0,@Zakaria_Z_Army,2023-04-15 14:21:20,"قوات الدعم السريع (الإماراتية الهوى) تسيطر على قاعدة جوية للجيش السوداني
صور لطائرة ميغ 29 مصرية في القاعدة الجوية وأسرى مصريين
#السودان #مصر https://t.co/WWczkjtuYb",https://www.twitter.com/user/status/1647243715356897280,0,5,434,0,0,0,1.36,Report 1-2,2023-04-15,14:21:20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,5.0,1647243715356897280
Ali wrag,@AllhmrAlsma,2023-06-27 20:13:17,"البرهان رافض المدنين أشاركو في الحكم 
اليوم يطلب من المدنين مشاركتهم في الحرب 

دنيا زايلي وزايل نعيمكي",https://www.twitter.com/user/status/1673786600977727488,0,0,110,0,0,0,0.43,Report 2-2,2023-06-27,20:13:17,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1673786600977727488
DZ,@MouloudiaDZ3,2023-12-30 13:59:23,@Bonoise23Dz غير فكري فيها… لوكان ماشي الجيش الوطني الشعبي الذي كان بقيادة خالد نزار  في التلك الفترة، الي مازال مادخل قبرو ونتوما تتمسخرو بيه… هل تظنين انك تكوني في تويتر هنا، او كنتي قريتي ؟,https://www.twitter.com/user/status/1741096646128103598,0,3,216,0,0,0,4.76,Report 5-3,2023-12-30,13:59:23,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.0,1741096646128103598
🔻السامع والدامع🔻,@Assami3NDami3,2023-12-30 16:25:21,"@wasilalitaha ❗ الكيزان ❗

الإسلاميين اسم عريض جددددددا يضم ناس يكرهون الكيزان

أما الإجابة عن السؤال: الخاسر الأكبر هو الجيش بسبب غباء قادته - البباري الكيزان بمش الكوشة وقد فعلوا",https://www.twitter.com/user/status/1741133381381808412,0,0,15,0,0,0,0.1,Report 5-3,2023-12-30,16:25:21,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.0,1741133381381808412
Sana Mohamed 🇪🇬❤️,@sANa4327194M0h,2023-10-31 22:27:29,@safaasa69693153 لازم يتغير ده عمل فيلم عن الجيش,https://www.twitter.com/user/status/1719481243731980430,0,1,95,0,1,0,7.18,Report 4-3,2023-10-31,22:27:29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1719481243731980430
RadarScoop,@Radarscoop,2023-06-27 18:39:29,"بالصور: الجيش دهم منازل مطلوبين وتوقيفات عند حاجز حربتا
https://t.co/lxekidtFrU https://t.co/h1nj7Ft9sY",https://www.twitter.com/user/status/1673762993803505664,0,0,937,1,0,0,22.11,Report 2-2,2023-06-27,18:39:29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,5.0,1673762993803505664
The Egyptian Eagle 🦅,@TheBugsSlayer,2023-04-15 16:29:32,"@salma1siddig تم الدعس لكل الخونة من صراصـ... #قوة_الدعم_السريع بقيادة الصرصـ... الاكبر #حميدتي عميل #الامارات 
https://t.co/5cqf4OoGY5",https://www.twitter.com/user/status/1647275976152195072,0,0,20,0,0,0,0.0,Report 1-1,2023-04-15,16:29:32,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,10.0,1647275976152195072
مصطفى والألف مقصورة 🇸🇩,@hereismhtm,2023-10-31 09:46:49,@MShareefi @YASIR_MOS91 لا تجعل من الجيش آلهة يحرم انتقاده لكي يصحح مساره!! المناصرة لا تكون بالتطبيل على الفارغ والمليان,https://www.twitter.com/user/status/1719289814673965515,0,0,17,0,0,0,0.13,Report 4,2023-10-31,09:46:49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1719289814673965515
Alarapy23,@ALwwjy,2023-10-31 15:18:21,"@Be_To_Be2 الدعم السريع مليشيات اجراميه 
قحت الذراع السياسي للتمرد 
جيش واحد شعب واحد ✌️✌️
    بل بس يا مرتزقه",https://www.twitter.com/user/status/1719373250403164587,2,1,80,0,0,0,0.17,Report 4,2023-10-31,15:18:21,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8.0,1719373250403164587
خَالد | Khalid,@KhalidTheFinal,2023-04-15 18:15:06,القوات المسلحة السودانية: قرار بحل قوات الدعم السريع,https://www.twitter.com/user/status/1647302544278933507,0,0,5018,6,1,0,29.37,Report 1,2023-04-15,18:15:06,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,9.0,1647302544278933507
العين الإخبارية,@AlAinNews,2023-08-29 20:50:00,"#البرهان يعود لبورتسودان.. وقصف عنيف لـ""الدعم السريع"" في دارفور

للتفاصيل | https://t.co/4hhB67UIzT

#عينك_على_العالم https://t.co/Qie3TPqhif",https://www.twitter.com/user/status/1696626274280575014,2,1,1415,0,0,0,2182.92,Report 3-1,2023-08-29,20:50:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696626274280575014
محمد فاروق عبدالله الخليفة,@alfaroq1977,2023-06-27 21:28:32,@_amro_abdo_ خطاب موفق للقائد البرهان,https://www.twitter.com/user/status/1673805538931490820,0,0,266,0,1,0,0.13,Report 2-2,2023-06-27,21:28:32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1673805538931490820
Belal Elsayed,@Bekkobono,2023-08-31 05:45:00,اتعلمت حاجات كتير في الجيش للامانة اولها التعامل مع الناس ازاي,https://www.twitter.com/user/status/1697123301187829774,0,1,56,0,1,0,0.32,Report 3,2023-08-31,05:45:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1697123301187829774
